dataset,noise,model,k,k_accuracies
mmlu,wikitypo,Qwen3-14B,5,"[0.79981114 0.79792257 0.79508971 0.79320113 0.80075543 0.802644
 0.81491974 0.81208687 0.79981114 0.79508971 0.80169972 0.80642115
 0.80453258 0.80736544 0.80736544 0.8101983  0.81397545 0.80642115
 0.80358829 0.80169972 0.79320113]"
mmlu,wikitypo,Qwen3-14B,10,"[0.80358829 0.80453258 0.802644   0.80075543 0.80358829 0.80547686
 0.81208687 0.81208687 0.80925401 0.80642115 0.80830973 0.80830973
 0.80169972 0.80830973 0.802644   0.79981114]"
mmlu,wikitypo,Qwen3-14B,15,"[0.80169972 0.80075543 0.80830973 0.802644   0.80736544 0.80925401
 0.81208687 0.81303116 0.8101983  0.80075543 0.80075543]"
mmlu,wikitypo,Qwen3-14B,20,[0.80642115 0.80642115 0.80358829 0.79981114 0.80547686 0.80358829]
mmlu,wikitypo,Qwen3-14B,25,[0.80453258]
multiarith,wikitypo,Qwen3-14B,1,"[0.98333333 0.96111111 0.98333333 0.98333333 0.96666667 0.97222222
 0.98888889 0.97777778 0.96666667 0.97222222 0.98333333 0.97222222
 0.98333333 0.99444444 0.98333333 0.98333333 0.95555556 0.98333333
 0.97222222 0.98888889 0.98333333 0.96666667 0.97222222 0.98888889
 0.98888889]"
multiarith,wikitypo,Qwen3-14B,5,"[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444
 1.         0.99444444 1.         1.         1.         1.
 1.         1.         0.99444444 0.99444444 0.99444444 0.99444444
 0.99444444 1.         1.        ]"
multiarith,wikitypo,Qwen3-14B,10,"[0.99444444 0.99444444 0.99444444 0.99444444 1.         1.
 1.         1.         1.         1.         1.         0.99444444
 1.         1.         0.99444444 1.        ]"
multiarith,wikitypo,Qwen3-14B,15,"[1.         1.         1.         1.         0.99444444 1.
 1.         0.99444444 1.         1.         1.        ]"
multiarith,wikitypo,Qwen3-14B,20,[0.99444444 0.99444444 0.99444444 1.         1.         1.        ]
multiarith,wikitypo,Qwen3-14B,25,[1.]
gsm,wikitypo,Qwen3-4B,1,"[0.57771039 0.58377559 0.56785444 0.56103108 0.56406368 0.58832449
 0.56482183 0.56482183 0.58377559 0.57316149 0.57543594 0.57846854
 0.58453374 0.56557998 0.55951478 0.55951478 0.59059894 0.58605004
 0.57695224 0.57998484 0.57619409 0.56027293 0.56861259 0.56103108
 0.56406368]"
gsm,wikitypo,Qwen3-4B,5,"[0.6641395  0.68309325 0.68157695 0.6793025  0.6777862  0.67854435
 0.671721   0.67096285 0.65883245 0.66186505 0.656558   0.66489765
 0.671721   0.68460955 0.6732373  0.68157695 0.6762699  0.6611069
 0.6474602  0.6641395  0.66338135]"
gsm,wikitypo,Qwen3-4B,10,"[0.6990144  0.69673995 0.70128886 0.70280516 0.70887036 0.70811221
 0.6990144  0.70356331 0.70811221 0.6959818  0.6974981  0.70735406
 0.70507961 0.70507961 0.6974981  0.6974981 ]"
gsm,wikitypo,Qwen3-4B,15,"[0.70128886 0.70659591 0.70887036 0.71190296 0.71645186 0.71872631
 0.70962851 0.71796816 0.71872631 0.70887036 0.71190296]"
gsm,wikitypo,Qwen3-4B,20,[0.71417741 0.71417741 0.71417741 0.71948446 0.72100076 0.71645186]
gsm,wikitypo,Qwen3-4B,25,[0.72175891]
math,wikitypo,Qwen3-4B,1,"[0.41 0.42 0.39 0.46 0.38 0.46 0.43 0.41 0.42 0.39 0.39 0.4  0.34 0.46
 0.42 0.47 0.36 0.46 0.39 0.48 0.35 0.38 0.41 0.38 0.4 ]"
math,wikitypo,Qwen3-4B,5,"[0.57 0.56 0.54 0.54 0.52 0.56 0.52 0.51 0.52 0.52 0.51 0.52 0.53 0.53
 0.49 0.56 0.53 0.56 0.52 0.59 0.53]"
math,wikitypo,Qwen3-4B,10,"[0.61 0.6  0.6  0.6  0.59 0.59 0.59 0.57 0.58 0.59 0.59 0.61 0.61 0.62
 0.6  0.61]"
math,wikitypo,Qwen3-4B,15,[0.63 0.62 0.63 0.63 0.63 0.63 0.62 0.61 0.63 0.62 0.63]
math,wikitypo,Qwen3-4B,20,[0.64 0.63 0.64 0.64 0.64 0.64]
math,wikitypo,Qwen3-4B,25,[0.65]
mmlu,wikitypo,Qwen3-4B,1,"[0.76203966 0.74976393 0.7667611  0.76298395 0.76298395 0.75731822
 0.77242682 0.76864967 0.75731822 0.77809254 0.7592068  0.76959396
 0.7592068  0.77998111 0.76770538 0.77620397 0.77242682 0.76864967
 0.77053824 0.76392823 0.75637394 0.75826251 0.76109537 0.7592068
 0.76203966]"
mmlu,wikitypo,Qwen3-4B,5,"[0.79320113 0.78470255 0.78564684 0.79320113 0.7884797  0.79131256
 0.79603399 0.79036827 0.79225685 0.79508971 0.79225685 0.80075543
 0.80169972 0.79697828 0.80453258 0.79414542 0.79320113 0.77809254
 0.78470255 0.78659112 0.78470255]"
mmlu,wikitypo,Qwen3-4B,10,"[0.79508971 0.78659112 0.78375826 0.79414542 0.79414542 0.78375826
 0.79886686 0.79603399 0.79792257 0.79792257 0.79981114 0.80075543
 0.80075543 0.79792257 0.79414542 0.79792257]"
mmlu,wikitypo,Qwen3-4B,15,"[0.79036827 0.79697828 0.79414542 0.79508971 0.79603399 0.79225685
 0.79603399 0.79981114 0.79414542 0.79225685 0.79414542]"
mmlu,wikitypo,Qwen3-4B,20,[0.79320113 0.79414542 0.79603399 0.79036827 0.79508971 0.79036827]
mmlu,wikitypo,Qwen3-4B,25,[0.79508971]
multiarith,wikitypo,Qwen3-4B,1,"[0.98333333 0.98333333 0.97777778 0.96111111 0.95555556 0.98333333
 0.95555556 0.95       0.98888889 0.96666667 0.97222222 0.96666667
 0.98888889 0.98333333 0.98888889 0.97777778 0.95555556 0.95
 0.96111111 0.94444444 0.96111111 0.97222222 0.95       0.95555556
 0.96666667]"
multiarith,wikitypo,Qwen3-4B,5,"[0.99444444 0.99444444 1.         1.         0.99444444 1.
 0.99444444 1.         1.         1.         1.         1.
 1.         1.         1.         0.98888889 0.99444444 0.99444444
 1.         1.         1.        ]"
multiarith,wikitypo,Qwen3-4B,10,"[0.99444444 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
multiarith,wikitypo,Qwen3-4B,15,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
multiarith,wikitypo,Qwen3-4B,20,[1. 1. 1. 1. 1. 1.]
multiarith,wikitypo,Qwen3-4B,25,[1.]
